clip_ratio/high_max,clip_ratio/high_mean,clip_ratio/low_mean,clip_ratio/low_min,clip_ratio/region_mean,completions/clipped_ratio,completions/max_length,completions/max_terminated_length,completions/mean_length,completions/mean_terminated_length,completions/min_length,completions/min_terminated_length,entropy,epoch,frac_reward_zero_std,grad_norm,learning_rate,loss,num_tokens,reward,reward_std,rewards/correctness_reward/mean,rewards/correctness_reward/std,rewards/format_reward/mean,rewards/format_reward/std,step,step_time
0.0,0.0,0.0,0.0,0.0,0.34375,384.0,380.0,312.9375,275.71429443359375,179.0,179.0,0.47699814289808273,0.005888650963597431,0.0,0.4662548005580902,2e-05,0.0552714467048645,131265.0,0.38749998807907104,0.48443517088890076,0.25,0.4399413466453552,0.13750000298023224,0.09418581426143646,11,30.560956449999594
0.0,0.0,0.0,0.0,0.0,0.15625,384.0,360.0,272.625,252.0,77.0,77.0,0.3756478503346443,0.006423982869379015,0.0,0.45968496799468994,2e-05,0.14385685324668884,144237.0,0.6000000238418579,0.5423961281776428,0.4375,0.504016101360321,0.16250000894069672,0.0793115571141243,12,27.400629371000832
0.0,0.0,0.0,0.0,0.0,0.0625,384.0,374.0,237.90625,228.1666717529297,119.0,119.0,0.19277239590883255,0.006959314775160599,0.25,0.41684672236442566,2e-05,0.06361842155456543,154802.0,0.9062500596046448,0.4792046546936035,0.71875,0.45680341124534607,0.1875,0.049186933785676956,13,25.39975140100023
0.0,0.0,0.0,0.0,0.0,0.15625,384.0,379.0,275.625,255.55555725097656,101.0,101.0,0.3171214684844017,0.007494646680942184,0.0,0.3991588056087494,2e-05,-0.0007427483797073364,167174.0,0.5625,0.5410563349723816,0.40625,0.49899089336395264,0.15625,0.08400268852710724,14,27.780074918000537
0.0,0.0,0.0,0.0,0.0,0.25,384.0,360.0,305.75,279.66668701171875,162.0,162.0,0.18439549207687378,0.008029978586723769,0.0,0.4240562319755554,2e-05,0.07951683551073074,180622.0,0.7125000357627869,0.5655428767204285,0.5625,0.504016101360321,0.15000000596046448,0.08798826485872269,15,26.325121450000097
0.0,0.0,0.0,0.0,0.0,0.28125,384.0,380.0,294.40625,259.34783935546875,151.0,151.0,0.22289266530424356,0.008565310492505354,0.25,0.3478049039840698,2e-05,0.033365607261657715,193443.0,0.5812500715255737,0.5596297979354858,0.4375,0.504016101360321,0.14375001192092896,0.0913606807589531,16,29.05872223500046
0.0,0.0,0.0,0.0,0.0,0.09375,384.0,379.0,284.21875,273.89654541015625,175.0,175.0,0.292841088026762,0.009100642398286937,0.25,0.36568373441696167,2e-05,-0.017305970191955566,206218.0,0.5562500953674316,0.5098624229431152,0.375,0.49186936020851135,0.18125000596046448,0.059228915721178055,17,26.88413217599964
0.0,0.0,0.0,0.0,0.0,0.125,384.0,365.0,273.09375,257.25,126.0,126.0,0.1731036202982068,0.009635974304068522,0.0,0.39272353053092957,2e-05,0.04109783098101616,218093.0,0.8625000715255737,0.5116387605667114,0.6875,0.4709290862083435,0.17500001192092896,0.06720215082168579,18,25.981941301000916
0.0,0.0,0.0,0.0,0.0,0.0625,384.0,378.0,231.0,220.80001831054688,124.0,124.0,0.24890712089836597,0.010171306209850108,0.25,0.4164646565914154,2e-05,0.057607509195804596,228669.0,0.84375,0.5022128820419312,0.65625,0.4825586974620819,0.1875,0.049186933785676956,19,25.211083356999552
0.0,0.0,0.0,0.0,0.0,0.09375,384.0,352.0,262.34375,249.7586212158203,159.0,159.0,0.18853345699608326,0.010706638115631691,0.25,0.39508965611457825,2e-05,0.028520816937088966,240480.0,0.6812500357627869,0.530025839805603,0.5,0.5080004930496216,0.18125000596046448,0.05922891944646835,20,28.785033137001392
0.0,0.0,0.0,0.0,0.0,0.03125,384.0,284.0,214.71875,209.258056640625,96.0,96.0,0.15717989206314087,0.011241970021413276,0.0,0.5482184290885925,2e-05,0.038256846368312836,250287.0,0.8500000238418579,0.49252480268478394,0.65625,0.4825586974620819,0.19374999403953552,0.0353553406894207,21,26.976269472999775
0.0,0.0,0.0,0.0,0.0,0.125,384.0,381.0,265.40625,248.46429443359375,150.0,150.0,0.20183747075498104,0.011777301927194861,0.25,0.3655780553817749,2e-05,0.01718961074948311,262228.0,0.5500000715255737,0.5155642032623291,0.375,0.49186936020851135,0.17500001192092896,0.06720215082168579,22,28.502753687000222
0.0,0.0,0.0,0.0,0.0,0.28125,384.0,375.0,284.90625,246.13043212890625,145.0,145.0,0.30050605721771717,0.012312633832976445,0.25,0.5045811533927917,2e-05,0.09370702505111694,275097.0,0.33125001192092896,0.432873010635376,0.1875,0.3965577781200409,0.14375001192092896,0.0913606807589531,23,26.885179358000187
0.0,0.0,0.0,0.0,0.0,0.28125,384.0,382.0,318.3125,292.60870361328125,125.0,125.0,0.1825861046090722,0.01284796573875803,0.0,0.3229818344116211,2e-05,0.03847454488277435,288875.0,0.5812500715255737,0.5596297979354858,0.4375,0.504016101360321,0.14375001192092896,0.0913606807589531,24,27.657455300000038
0.0,0.0,0.0,0.0,0.0,0.03125,384.0,382.0,235.78125,231.0,140.0,140.0,0.22160401567816734,0.013383297644539615,0.25,0.40009066462516785,2e-05,0.07912074029445648,299932.0,0.6000000238418579,0.5054541230201721,0.40625,0.49899089336395264,0.19374999403953552,0.0353553406894207,25,28.882967198000642
0.0,0.0,0.0,0.0,0.0,0.21875,384.0,367.0,295.21875,270.3599853515625,160.0,160.0,0.19123847596347332,0.013918629550321198,0.25,0.415226012468338,2e-05,0.07010878622531891,313763.0,0.40625,0.4724251329898834,0.25,0.4399413466453552,0.15625,0.08400268852710724,26,28.276142270000037
0.0,0.0,0.0,0.0,0.0,0.03125,384.0,344.0,210.59375,205.0,87.0,87.0,0.3605410624295473,0.014453961456102784,1.0,0.0,2e-05,0.0,324446.0,0.7000000476837158,0.5080005526542664,0.5,0.5080004930496216,0.20000000298023224,0.0,27,28.69787915400002
0.0,0.0,0.0,0.0,0.0,0.0,356.0,356.0,253.71875,253.71875,160.0,160.0,0.18398474529385567,0.014989293361884369,0.25,0.4094015061855316,2e-05,0.01617533341050148,335981.0,0.6625000238418579,0.5141544938087463,0.46875,0.507007360458374,0.19374999403953552,0.0353553406894207,28,24.76479888300173
0.0,0.0,0.0,0.0,0.0,0.03125,384.0,377.0,253.25,249.03225708007812,128.0,128.0,0.19359879940748215,0.015524625267665952,0.0,0.47944125533103943,2e-05,-0.015957828611135483,348109.0,0.7562500238418579,0.5123868584632874,0.5625,0.504016101360321,0.19374999403953552,0.0353553406894207,29,27.409856891000345
0.0,0.0,0.0,0.0,0.0,0.0,353.0,353.0,218.125,218.125,125.0,125.0,0.18905478529632092,0.016059957173447537,0.5,0.38681265711784363,2e-05,-0.011166557669639587,357993.0,0.6687500476837158,0.507007360458374,0.46875,0.507007360458374,0.20000000298023224,0.0,30,24.639293890000317
0.0,0.0,0.0,0.0,0.0,0.125,384.0,322.0,244.875,225.00001525878906,125.0,125.0,0.3408472612500191,0.016595289079229122,0.0,0.49703216552734375,2e-05,0.044380851089954376,369469.0,0.5687500238418579,0.5354753732681274,0.40625,0.49899089336395264,0.16249999403953552,0.0793115496635437,31,28.916215925000415
0.0,0.0,0.0,0.0,0.0,0.03125,384.0,352.0,224.5625,219.41934204101562,136.0,136.0,0.16011804807931185,0.017130620985010708,0.25,0.4328564703464508,2e-05,-0.014651086181402206,379703.0,0.7250000238418579,0.5149381756782532,0.53125,0.507007360458374,0.19374999403953552,0.0353553406894207,32,24.840286444999037
0.0,0.0,0.0,0.0,0.0,0.03125,384.0,287.0,187.875,181.5483856201172,92.0,92.0,0.18727469071745872,0.017665952890792293,0.25,0.5217651128768921,2e-05,0.022034570574760437,388755.0,0.6937500238418579,0.5155251622200012,0.5,0.5080004930496216,0.19374999403953552,0.0353553406894207,33,26.487568780999936
0.0,0.0,0.0,0.0,0.0,0.0,273.0,273.0,195.75,195.75,149.0,149.0,0.14921110775321722,0.018201284796573874,0.5,0.43570131063461304,2e-05,0.0018800869584083557,397883.0,1.0750000476837158,0.33601078391075134,0.875,0.33601075410842896,0.20000000298023224,0.0,34,19.5804378440007
0.0,0.0,0.0,0.0,0.0,0.03125,384.0,256.0,188.375,182.06451416015625,66.0,66.0,0.18002689816057682,0.01873661670235546,0.0,0.47763872146606445,2e-05,0.05693468451499939,407127.0,0.6625000238418579,0.5141545534133911,0.46875,0.507007360458374,0.19374999403953552,0.0353553406894207,35,25.720929292000164
0.0,0.0,0.0,0.0,0.0,0.0625,384.0,352.0,233.6875,223.6666717529297,128.0,128.0,0.16800995357334614,0.019271948608137045,0.25,0.44490212202072144,2e-05,-0.0026649311184883118,417821.0,0.7187500596046448,0.5226715207099915,0.53125,0.507007360458374,0.1875,0.049186933785676956,36,26.848641342999144
0.0,0.0,0.0,0.0,0.0,0.09375,384.0,363.0,244.21875,229.7586212158203,103.0,103.0,0.29003919661045074,0.01980728051391863,0.0,0.5415999293327332,2e-05,0.06358487159013748,429860.0,0.36875003576278687,0.4099075496196747,0.1875,0.3965577781200409,0.18125000596046448,0.059228915721178055,37,28.266346430999874
0.0,0.0,0.0,0.0,0.0,0.0,366.0,366.0,249.875,249.875,156.0,156.0,0.1634646225720644,0.020342612419700215,0.25,0.3944472074508667,2e-05,-0.031270839273929596,441504.0,0.6000000238418579,0.5054541230201721,0.40625,0.49899089336395264,0.19374999403953552,0.0353553406894207,38,27.89049071000045
0.0,0.0,0.0,0.0,0.0,0.03125,384.0,326.0,226.65625,221.5806427001953,143.0,143.0,0.22377773001790047,0.0208779443254818,0.0,0.49749401211738586,2e-05,0.03967646509408951,452789.0,0.6312500238418579,0.5108105540275574,0.4375,0.504016101360321,0.19374999403953552,0.0353553406894207,39,28.432693449999988
0.0,0.0,0.0,0.0,0.0,0.0,328.0,328.0,200.0,200.0,140.0,140.0,0.2267916575074196,0.021413276231263382,0.5,0.41230785846710205,2e-05,0.04131485894322395,462389.0,0.8562500476837158,0.4825587272644043,0.65625,0.4825586974620819,0.20000000298023224,0.0,40,22.17722398700016
0.0,0.0,0.0,0.0,0.0,0.0,208.0,208.0,156.15625,156.15625,63.0,63.0,0.1391207156702876,0.021948608137044967,0.5,0.45670002698898315,2e-05,0.024615146219730377,470578.0,1.1375000476837158,0.24593469500541687,0.9375,0.24593468010425568,0.20000000298023224,0.0,41,12.821383753999726
0.0,0.0,0.0,0.0,0.0,0.0,364.0,364.0,192.0,192.0,100.0,100.0,0.1293830368667841,0.022483940042826552,0.25,0.4624682664871216,2e-05,0.02644045650959015,479706.0,0.8562500476837158,0.4825587272644043,0.65625,0.4825586974620819,0.20000000298023224,0.0,42,25.506860444000267
0.0,0.0,0.0,0.0,0.0,0.03125,384.0,303.0,211.875,206.32257080078125,127.0,127.0,0.12160143628716469,0.023019271948608137,0.25,0.4286439120769501,2e-05,-0.008070360869169235,489550.0,0.8500000238418579,0.49252480268478394,0.65625,0.4825586974620819,0.19374999403953552,0.0353553406894207,43,26.38471520799976
0.0,0.0,0.0,0.0,0.0,0.0,283.0,283.0,196.59375,196.59375,89.0,89.0,0.15144099202007055,0.023554603854389723,0.25,0.5463230013847351,2e-05,-0.05345148593187332,499065.0,0.9500000476837158,0.4399413764476776,0.75,0.4399413466453552,0.20000000298023224,0.0,44,19.20863436299942
0.0,0.0,0.0,0.0,0.0,0.0,315.0,315.0,163.625,163.625,74.0,74.0,0.2053301054984331,0.024089935760171308,0.5,0.47682633996009827,2e-05,-0.010216673836112022,507509.0,0.6375000476837158,0.5040161609649658,0.4375,0.504016101360321,0.20000000298023224,0.0,45,19.751100280000173
0.0,0.0,0.0,0.0,0.0,0.03125,384.0,363.0,235.0625,230.258056640625,116.0,116.0,0.16532553359866142,0.02462526766595289,0.0,0.5369934439659119,2e-05,0.0409536175429821,518391.0,0.6000000238418579,0.5054541230201721,0.40625,0.49899089336395264,0.19374999403953552,0.0353553406894207,46,28.294621729999562
0.0,0.0,0.0,0.0,0.0,0.0,338.0,338.0,191.28125,191.28125,112.0,112.0,0.16265534795820713,0.025160599571734475,0.5,0.45309334993362427,2e-05,0.025654025375843048,527400.0,0.8562500476837158,0.4825587272644043,0.65625,0.4825586974620819,0.20000000298023224,0.0,47,23.178492349000862
0.0,0.0,0.0,0.0,0.0,0.03125,384.0,374.0,248.34375,243.9677276611328,158.0,158.0,0.1942324135452509,0.02569593147751606,0.0,0.5402428507804871,2e-05,0.03581769019365311,538995.0,0.5062500238418579,0.47650444507598877,0.3125,0.4709290862083435,0.19374999403953552,0.0353553406894207,48,29.01541914500058
0.0,0.0,0.0,0.0,0.0,0.0,285.0,285.0,202.5625,202.5625,69.0,69.0,0.14979207795113325,0.026231263383297645,0.25,0.43995407223701477,2e-05,-0.040358252823352814,548821.0,0.5750000476837158,0.49186939001083374,0.375,0.49186936020851135,0.20000000298023224,0.0,49,19.47462220100033
0.0,0.0,0.0,0.0,0.0,0.0,310.0,310.0,218.71875,218.71875,106.0,106.0,0.1898752972483635,0.02676659528907923,0.25,0.5209195613861084,2e-05,0.02610708400607109,559660.0,0.5750000476837158,0.49186939001083374,0.375,0.49186936020851135,0.20000000298023224,0.0,50,29.52472576700029
0.0,0.0,0.0,0.0,0.0,0.0,325.0,325.0,172.4375,172.4375,68.0,68.0,0.14072089549154043,0.027301927194860815,0.75,0.33044737577438354,2e-05,0.018135322257876396,568490.0,1.0750000476837158,0.33601078391075134,0.875,0.33601075410842896,0.20000000298023224,0.0,51,40.625648278000426
0.0,0.0,0.0,0.0,0.0,0.03125,384.0,376.0,257.75,253.6774139404297,189.0,189.0,0.21860266476869583,0.027837259100642397,0.0,0.5756260752677917,2e-05,0.04763435944914818,580410.0,0.4687500298023224,0.4672759175300598,0.28125,0.45680341124534607,0.1875,0.049186933785676956,52,25.890568721999898
0.0,0.0,0.0,0.0,0.0,0.09375,384.0,362.0,243.3125,228.7586212158203,74.0,74.0,0.2430090680718422,0.028372591006423982,0.0,0.47750258445739746,2e-05,0.01993744634091854,591636.0,0.518750011920929,0.5050950050354004,0.34375,0.4825586974620819,0.17500001192092896,0.06720215082168579,53,27.244500474999313
0.0,0.0,0.0,0.0,0.0,0.0,279.0,279.0,172.3125,172.3125,89.0,89.0,0.1913283485919237,0.028907922912205567,0.25,0.6594242453575134,2e-05,0.020784538239240646,600150.0,0.7625000476837158,0.5040161609649658,0.5625,0.504016101360321,0.20000000298023224,0.0,54,17.004923960999804
0.0,0.0,0.0,0.0,0.0,0.03125,384.0,319.0,227.40625,222.35482788085938,145.0,145.0,0.1355612212792039,0.029443254817987152,0.5,0.34986937046051025,2e-05,0.02630886808037758,611683.0,1.037500023841858,0.3850010633468628,0.84375,0.3689020276069641,0.19374999403953552,0.0353553406894207,55,29.948793073000616
0.0,0.0,0.0,0.0,0.0,0.0,339.0,339.0,196.5,196.5,77.0,77.0,0.18428652547299862,0.029978586723768737,0.0,0.5699063539505005,2e-05,-0.01274566724896431,621395.0,0.7312500476837158,0.5070074200630188,0.53125,0.507007360458374,0.20000000298023224,0.0,56,22.739093265000065
0.0,0.0,0.0,0.0,0.0,0.15625,384.0,374.0,224.59375,195.07408142089844,78.0,78.0,0.22690836898982525,0.030513918629550323,0.0,0.5604612827301025,2e-05,-0.04566717892885208,632222.0,0.45000001788139343,0.4819315969944,0.28125,0.45680341124534607,0.16875001788139343,0.07378040999174118,57,28.27961873800041
0.0,0.0,0.0,0.0,0.0,0.0,354.0,354.0,212.40625,212.40625,135.0,135.0,0.16524279210716486,0.031049250535331904,0.25,0.5627622008323669,2e-05,-0.046122387051582336,642971.0,0.9125000238418579,0.4541919529438019,0.71875,0.45680341124534607,0.19374999403953552,0.0353553406894207,58,24.248403084000074
0.0,0.0,0.0,0.0,0.0,0.09375,384.0,372.0,213.21875,195.55172729492188,82.0,82.0,0.24474051222205162,0.03158458244111349,0.25,0.6133742928504944,2e-05,0.11536218225955963,653138.0,0.45625001192092896,0.47718092799186707,0.28125,0.45680341124534607,0.17500001192092896,0.06720215082168579,59,26.41268904599974
0.0,0.0,0.0,0.0,0.0,0.0,382.0,382.0,191.96875,191.96875,49.0,49.0,0.16843541897833347,0.032119914346895075,0.0,0.6629299521446228,2e-05,-0.04526273533701897,663105.0,0.8250000476837158,0.49186941981315613,0.625,0.49186936020851135,0.20000000298023224,0.0,60,27.567659140998785
0.0,0.0,0.0,0.0,0.0,0.09375,384.0,348.0,252.46875,238.862060546875,153.0,153.0,0.17056618817150593,0.032655246252676656,0.0,0.5191425085067749,2e-05,0.0798058733344078,674440.0,0.8375000953674316,0.5116387605667114,0.65625,0.4825586974620819,0.18125000596046448,0.059228915721178055,61,26.390733941999315
0.0,0.0,0.0,0.0,0.0,0.03125,384.0,356.0,207.5,201.8064422607422,27.0,27.0,0.1999726165086031,0.033190578158458245,0.5,0.45462101697921753,2e-05,-0.031047945842146873,684456.0,0.7312500476837158,0.507007360458374,0.53125,0.507007360458374,0.20000000298023224,0.0,62,25.030240428999605
0.0,0.0,0.0,0.0,0.0,0.03125,384.0,326.0,227.21875,222.16128540039062,154.0,154.0,0.1729267956689,0.03372591006423983,0.25,0.4983833432197571,2e-05,0.013044164516031742,694943.0,0.6625000238418579,0.5141545534133911,0.46875,0.507007360458374,0.19374999403953552,0.0353553406894207,63,27.924014857998827
0.0,0.0,0.0,0.0,0.0,0.03125,384.0,335.0,207.5625,201.87095642089844,116.0,116.0,0.20173310302197933,0.034261241970021415,0.25,0.5960702300071716,2e-05,0.00047269463539123535,705057.0,0.8187500238418579,0.5012484192848206,0.625,0.49186936020851135,0.19374999403953552,0.0353553406894207,64,26.688168422999752
0.0,0.0,0.0,0.0,0.0,0.0,322.0,322.0,212.96875,212.96875,136.0,136.0,0.17314727418124676,0.034796573875803,0.0,0.6113683581352234,2e-05,-0.016610346734523773,715080.0,0.8250000476837158,0.49186941981315613,0.625,0.49186936020851135,0.20000000298023224,0.0,65,23.226883470998928
0.0,0.0,0.0,0.0,0.0,0.0,310.0,310.0,217.5,217.5,104.0,104.0,0.1820891723036766,0.035331905781584586,0.25,0.5975862145423889,2e-05,0.02221596986055374,725576.0,0.5750000476837158,0.49186939001083374,0.375,0.49186936020851135,0.20000000298023224,0.0,66,20.054011597000226
0.0,0.0,0.0,0.0,0.0,0.0,277.0,277.0,213.15625,213.15625,134.0,134.0,0.12703104130923748,0.03586723768736617,0.5,0.4525512754917145,2e-05,0.004389859735965729,735589.0,0.9500000476837158,0.4399413764476776,0.75,0.4399413466453552,0.20000000298023224,0.0,67,18.312294186000145
0.0,0.0,0.0,0.0,0.0,0.03125,384.0,318.0,211.875,206.32257080078125,125.0,125.0,0.15464492049068213,0.03640256959314775,0.0,0.6870244741439819,2e-05,0.12521715462207794,745569.0,0.8812500238418579,0.48155495524406433,0.6875,0.4709290862083435,0.19374999403953552,0.0353553406894207,68,26.45637166600045
0.0,0.0,0.0,0.0,0.0,0.0,339.0,339.0,226.59375,226.59375,103.0,103.0,0.1127490559592843,0.03693790149892934,0.25,0.5601831078529358,2e-05,-0.007214302197098732,756044.0,0.9187500476837158,0.45680344104766846,0.71875,0.45680341124534607,0.20000000298023224,0.0,69,24.306694494999647
0.0,0.0,0.0,0.0,0.0,0.0,298.0,298.0,166.9375,166.9375,107.0,107.0,0.148691663518548,0.03747323340471092,0.25,0.605983316898346,2e-05,-0.01900986209511757,764914.0,0.5125000476837158,0.4709291160106659,0.3125,0.4709290862083435,0.20000000298023224,0.0,70,21.4300440979996
0.0,0.0,0.0,0.0,0.0,0.03125,384.0,364.0,237.4375,232.7096710205078,132.0,132.0,0.23292096890509129,0.03800856531049251,0.0,0.5905903577804565,2e-05,0.05960353463888168,775568.0,0.8187500238418579,0.5012484192848206,0.625,0.49186936020851135,0.19374999403953552,0.0353553406894207,71,27.154905865999808
0.0,0.0,0.0,0.0,0.0,0.0,382.0,382.0,207.96875,207.96875,113.0,113.0,0.1287596896290779,0.03854389721627409,0.5,0.36369985342025757,2e-05,0.0436737984418869,785583.0,1.0125000476837158,0.3965578079223633,0.8125,0.3965577781200409,0.20000000298023224,0.0,72,27.54624816400019
0.0,0.0,0.0,0.0,0.0,0.0,267.0,267.0,154.90625,154.90625,53.0,53.0,0.1244112541899085,0.03907922912205567,0.25,0.7566561698913574,2e-05,0.04569980502128601,793356.0,0.9500000476837158,0.4399413764476776,0.75,0.4399413466453552,0.20000000298023224,0.0,73,18.330062575001193
0.0,0.0,0.0,0.0,0.0,0.0,343.0,343.0,230.78125,230.78125,161.0,161.0,0.11879714019596577,0.03961456102783726,0.25,0.512399435043335,2e-05,0.016681676730513573,804701.0,0.8250000476837158,0.49186941981315613,0.625,0.49186936020851135,0.20000000298023224,0.0,74,22.83590227500008
0.0,0.0,0.0,0.0,0.0,0.0625,384.0,339.0,240.53125,230.9666748046875,136.0,136.0,0.19745047111064196,0.04014989293361884,0.0,0.583035945892334,2e-05,0.08136393874883652,815630.0,0.7500000596046448,0.5205456018447876,0.5625,0.504016101360321,0.1875,0.049186933785676956,75,30.371837761998904
0.0,0.0,0.0,0.0,0.0,0.0,384.0,384.0,236.59375,236.59375,119.0,119.0,0.23507089354097843,0.04068522483940043,0.25,0.46792179346084595,2e-05,-0.017895929515361786,826889.0,0.7000000476837158,0.5080005526542664,0.5,0.5080004930496216,0.20000000298023224,0.0,76,27.68539612999939
0.0,0.0,0.0,0.0,0.0,0.0625,384.0,353.0,224.1875,213.53334045410156,108.0,108.0,0.23882272467017174,0.04122055674518201,0.25,0.6059926748275757,2e-05,0.047836560755968094,837287.0,0.8125000596046448,0.5103762149810791,0.625,0.49186936020851135,0.1875,0.049186933785676956,77,27.208049165001285
0.0,0.0,0.0,0.0,0.0,0.0,308.0,308.0,217.8125,217.8125,109.0,109.0,0.18678088299930096,0.0417558886509636,0.0,0.6500086784362793,2e-05,0.057616930454969406,848065.0,0.7000000476837158,0.5080005526542664,0.5,0.5080004930496216,0.20000000298023224,0.0,78,20.44113486399965
0.0,0.0,0.0,0.0,0.0,0.0,359.0,359.0,229.25,229.25,141.0,141.0,0.18297280743718147,0.04229122055674518,0.0,0.7345676422119141,2e-05,0.09178964793682098,858689.0,0.8250000476837158,0.49186941981315613,0.625,0.49186936020851135,0.20000000298023224,0.0,79,22.91026659399904
0.0,0.0,0.0,0.0,0.0,0.0,306.0,306.0,196.1875,196.1875,46.0,46.0,0.1704524988308549,0.042826552462526764,0.5,0.4717317521572113,2e-05,0.01265743374824524,868287.0,0.7312500476837158,0.507007360458374,0.53125,0.507007360458374,0.20000000298023224,0.0,80,21.683078731000023
0.0,0.0,0.0,0.0,0.0,0.03125,384.0,272.0,201.75,195.87095642089844,134.0,134.0,0.17554091662168503,0.04336188436830835,0.25,0.6568861603736877,2e-05,0.06551821529865265,877887.0,0.7937500476837158,0.4989909529685974,0.59375,0.49899089336395264,0.20000000298023224,0.0,81,27.487941440999748
0.0,0.0,0.0,0.0,0.0,0.09375,384.0,344.0,245.4375,231.10345458984375,94.0,94.0,0.20040950179100037,0.043897216274089934,0.0,0.5732196569442749,2e-05,0.04956391453742981,889485.0,0.6562500596046448,0.5211262702941895,0.46875,0.507007360458374,0.1875,0.049186933785676956,82,24.94595027700052
0.0,0.0,0.0,0.0,0.0,0.0625,384.0,273.0,224.8125,214.20001220703125,155.0,155.0,0.11505608353763819,0.04443254817987152,0.25,0.6197954416275024,2e-05,0.0786331295967102,900319.0,1.0,0.42502373456954956,0.8125,0.3965577781200409,0.1875,0.049186933785676956,83,27.637540308999633
0.0,0.0,0.0,0.0,0.0,0.0625,384.0,359.0,240.1875,230.60000610351562,98.0,98.0,0.1785118319094181,0.044967880085653104,0.0,0.6105351448059082,2e-05,0.08263276517391205,911301.0,0.59375,0.511756956577301,0.40625,0.49899089336395264,0.1875,0.049186933785676956,84,26.768135154000447
0.0,0.0,0.0,0.0,0.0,0.0625,384.0,381.0,238.28125,228.56668090820312,68.0,68.0,0.1902367454022169,0.045503211991434686,0.25,0.6332970857620239,2e-05,0.04877304658293724,923158.0,0.6937500238418579,0.5155251026153564,0.5,0.5080004930496216,0.19374999403953552,0.0353553406894207,85,27.93761200100107
